"Parent","Choice","Kind","Handling","Target","CallLabels","WingetIDs","Issue","Command"
"main","R","Label","GUI submenu/CMD label","main","","","",""
"main","C","Label","GUI submenu/CMD label","change_color_theme","","","",""
"main","L","Label","GUI submenu/CMD label","open_log_center","","","",""
"main","G","Label","GUI submenu/CMD label","launch_gui","","","",""
"main","S","Label","GUI submenu/CMD label","menu_search","","","",""
"main","P","Label","GUI submenu/CMD label","problem_master_hub","","","",""
"main","M","Label","GUI submenu/CMD label","missing_mega_vault_launcher","","","",""
"main","T","Label","GUI submenu/CMD label","portable_tools_menu","","","",""
"main","X","Label","GUI submenu/CMD label","exitprog_inline","","","",""
"main","01","Label","GUI submenu/CMD label","menu_system_admin","","","",""
"main","1","Label","GUI submenu/CMD label","menu_system_admin","","","",""
"main","02","Label","GUI submenu/CMD label","menu_network_internet","","","",""
"main","2","Label","GUI submenu/CMD label","menu_network_internet","","","",""
"main","03","Label","GUI submenu/CMD label","menu_windows_repair","","","",""
"main","3","Label","GUI submenu/CMD label","menu_windows_repair","","","",""
"main","04","Label","GUI submenu/CMD label","menu_security_defender","","","",""
"main","4","Label","GUI submenu/CMD label","menu_security_defender","","","",""
"main","05","Label","GUI submenu/CMD label","menu_performance_optimization","","","",""
"main","5","Label","GUI submenu/CMD label","menu_performance_optimization","","","",""
"main","06","Label","GUI submenu/CMD label","menu_storage_disk","","","",""
"main","6","Label","GUI submenu/CMD label","menu_storage_disk","","","",""
"main","07","Label","GUI submenu/CMD label","menu_user_account","","","",""
"main","7","Label","GUI submenu/CMD label","menu_user_account","","","",""
"main","08","Label","GUI submenu/CMD label","menu_backup_restore","","","",""
"main","8","Label","GUI submenu/CMD label","menu_backup_restore","","","",""
"main","09","Label","GUI submenu/CMD label","menu_driver_hardware","","","",""
"main","9","Label","GUI submenu/CMD label","menu_driver_hardware","","","",""
"main","10","Label","GUI submenu/CMD label","menu_update_activation","","","",""
"main","11","Label","GUI submenu/CMD label","menu_office_outlook","","","",""
"main","12","Label","GUI submenu/CMD label","menu_printer_spooler","","","",""
"main","13","Label","GUI submenu/CMD label","menu_remote_rdp","","","",""
"main","14","Label","GUI submenu/CMD label","menu_bios_boot","","","",""
"main","15","Label","GUI submenu/CMD label","menu_registry_policy","","","",""
"main","16","Label","GUI submenu/CMD label","menu_services_features","","","",""
"main","17","Label","GUI submenu/CMD label","menu_live_monitor","","","",""
"main","18","Label","GUI submenu/CMD label","menu_event_logs","","","",""
"main","19","Label","GUI submenu/CMD label","menu_quick_access","","","",""
"main","20","Label","GUI submenu/CMD label","menu_power_user_dev","","","",""
"main","21","Label","GUI submenu/CMD label","menu_ai_auto_fix","","","",""
"main","22","Label","GUI submenu/CMD label","menu_auto_performance","","","",""
"main","23","Label","GUI submenu/CMD label","menu_auto_network","","","",""
"main","24","Label","GUI submenu/CMD label","menu_cloud_remote","","","",""
"main","25","Label","GUI submenu/CMD label","menu_download_deploy","","","",""
"main","26","Label","GUI submenu/CMD label","menu_cyber_security","","","",""
"main","27","Label","GUI submenu/CMD label","menu_mass_installer","","","",""
"main","28","Label","GUI submenu/CMD label","menu_hacker_dashboard","","","",""
"main","29","Label","GUI submenu/CMD label","menu_settings_themes","","","",""
"main","30","Label","GUI submenu/CMD label","menu_about_toolkit","","","",""
"main","31","Label","GUI submenu/CMD label","menu_search","","","",""
"main","32","Label","GUI submenu/CMD label","problem_master_hub","","","",""
"main","33","Label","GUI submenu/CMD label","driver_auto_center","","","",""
"main","34","Label","GUI submenu/CMD label","cmd_vault","","","",""
"main","35","Label","GUI submenu/CMD label","missing_mega_vault_launcher","","","",""
"main","36","Label","GUI submenu/CMD label","portable_tools_menu","","","",""
"main","37","Label","GUI submenu/CMD label","menu_1click_100_apps","","","",""
"menu_search","P","Label","GUI submenu/CMD label","problem_master_hub","","","",""
"menu_search","01","Label","GUI submenu/CMD label","search_smart_jump","","","",""
"menu_search","1","Label","GUI submenu/CMD label","search_smart_jump","","","",""
"menu_search","02","Label","GUI submenu/CMD label","search_toolkit_text","","","",""
"menu_search","2","Label","GUI submenu/CMD label","search_toolkit_text","","","",""
"menu_search","03","Label","GUI submenu/CMD label","search_files","","","",""
"menu_search","3","Label","GUI submenu/CMD label","search_files","","","",""
"menu_search","04","Label","GUI submenu/CMD label","search_processes","","","",""
"menu_search","4","Label","GUI submenu/CMD label","search_processes","","","",""
"menu_search","05","Label","GUI submenu/CMD label","search_services","","","",""
"menu_search","5","Label","GUI submenu/CMD label","search_services","","","",""
"menu_search","06","Label","GUI submenu/CMD label","search_installed_apps","","","",""
"menu_search","6","Label","GUI submenu/CMD label","search_installed_apps","","","",""
"menu_search","07","Label","GUI submenu/CMD label","search_events","","","",""
"menu_search","7","Label","GUI submenu/CMD label","search_events","","","",""
"menu_search","08","Label","GUI submenu/CMD label","search_ports","","","",""
"menu_search","8","Label","GUI submenu/CMD label","search_ports","","","",""
"menu_search","09","Label","GUI submenu/CMD label","win_indexing","","","",""
"menu_search","9","Label","GUI submenu/CMD label","win_indexing","","","",""
"menu_search","10","Inline","GUI direct runner","menu_search","","","","start """" ms-settings:search & pause & goto menu_search"
"menu_search","11","Label","GUI submenu/CMD label","search_global","","","",""
"menu_search","12","Label","GUI submenu/CMD label","search_driver_hwids","","","",""
"menu_search","13","Label","GUI submenu/CMD label","cmd_vault","","","",""
"menu_search","14","Label","GUI submenu/CMD label","microsoft_problem_library","","","",""
"menu_search","15","Label","GUI submenu/CMD label","check_core_tools","","","",""
"menu_search","16","Label","GUI submenu/CMD label","quick_health_report","","","",""
"menu_search","17","Label","GUI submenu/CMD label","issue_deep_diagnostics","","","",""
"menu_search","18","Label","GUI submenu/CMD label","open_log_center","","","",""
"menu_system_admin","P","Label","GUI submenu/CMD label","problem_master_hub","","","",""
"menu_system_admin","01","Label","GUI submenu/CMD label","system_tools","","","",""
"menu_system_admin","1","Label","GUI submenu/CMD label","system_tools","","","",""
"menu_system_admin","02","Label","GUI submenu/CMD label","task_process","","","",""
"menu_system_admin","2","Label","GUI submenu/CMD label","task_process","","","",""
"menu_system_admin","03","Label","GUI submenu/CMD label","startup_mgr","","","",""
"menu_system_admin","3","Label","GUI submenu/CMD label","startup_mgr","","","",""
"menu_system_admin","04","Label","GUI submenu/CMD label","user_pc_info","","","",""
"menu_system_admin","4","Label","GUI submenu/CMD label","user_pc_info","","","",""
"menu_system_admin","05","Label","GUI submenu/CMD label","adv_admin","","","",""
"menu_system_admin","5","Label","GUI submenu/CMD label","adv_admin","","","",""
"menu_system_admin","06","Label","GUI submenu/CMD label","env_vars","","","",""
"menu_system_admin","6","Label","GUI submenu/CMD label","env_vars","","","",""
"menu_system_admin","07","Label","GUI submenu/CMD label","sched_tasks","","","",""
"menu_system_admin","7","Label","GUI submenu/CMD label","sched_tasks","","","",""
"menu_system_admin","08","Label","GUI submenu/CMD label","health_dashboard","","","",""
"menu_system_admin","8","Label","GUI submenu/CMD label","health_dashboard","","","",""
"menu_system_admin","09","Label","GUI submenu/CMD label","issue_library","","","",""
"menu_system_admin","9","Label","GUI submenu/CMD label","issue_library","","","",""
"menu_system_admin","10","Label","GUI submenu/CMD label","issue_windows_core","","","",""
"menu_system_admin","11","Inline","GUI direct runner","menu_system_admin","","","","start """" compmgmt.msc & pause & goto menu_system_admin"
"menu_system_admin","12","Inline","GUI direct runner","menu_system_admin","","","","start """" control & pause & goto menu_system_admin"
"menu_network_internet","P","Label","GUI submenu/CMD label","problem_master_hub","","","",""
"menu_network_internet","01","Label","GUI submenu/CMD label","net_diag","","","",""
"menu_network_internet","1","Label","GUI submenu/CMD label","net_diag","","","",""
"menu_network_internet","02","Label","GUI submenu/CMD label","wifi_tools","","","",""
"menu_network_internet","2","Label","GUI submenu/CMD label","wifi_tools","","","",""
"menu_network_internet","03","Label","GUI submenu/CMD label","dns_mgr","","","",""
"menu_network_internet","3","Label","GUI submenu/CMD label","dns_mgr","","","",""
"menu_network_internet","04","Label","GUI submenu/CMD label","firewall_mgr","","","",""
"menu_network_internet","4","Label","GUI submenu/CMD label","firewall_mgr","","","",""
"menu_network_internet","05","Label","GUI submenu/CMD label","ip_config","","","",""
"menu_network_internet","5","Label","GUI submenu/CMD label","ip_config","","","",""
"menu_network_internet","06","Label","GUI submenu/CMD label","vpn_proxy","","","",""
"menu_network_internet","6","Label","GUI submenu/CMD label","vpn_proxy","","","",""
"menu_network_internet","07","Label","GUI submenu/CMD label","rdp_tools","","","",""
"menu_network_internet","7","Label","GUI submenu/CMD label","rdp_tools","","","",""
"menu_network_internet","08","Label","GUI submenu/CMD label","net_shares","","","",""
"menu_network_internet","8","Label","GUI submenu/CMD label","net_shares","","","",""
"menu_network_internet","09","Label","GUI submenu/CMD label","net_advanced","","","",""
"menu_network_internet","9","Label","GUI submenu/CMD label","net_advanced","","","",""
"menu_network_internet","10","Label","GUI submenu/CMD label","issue_network_pro","","","",""
"menu_network_internet","11","Label","GUI submenu/CMD label","menu_auto_network","","","",""
"menu_network_internet","12","Label","GUI submenu/CMD label","issue_network_report","","","",""
"menu_windows_repair","P","Label","GUI submenu/CMD label","problem_master_hub","","","",""
"menu_windows_repair","01","Label","GUI submenu/CMD label","sfc_dism","","","",""
"menu_windows_repair","1","Label","GUI submenu/CMD label","sfc_dism","","","",""
"menu_windows_repair","02","Label","GUI submenu/CMD label","boot_repair","","","",""
"menu_windows_repair","2","Label","GUI submenu/CMD label","boot_repair","","","",""
"menu_windows_repair","03","Label","GUI submenu/CMD label","reg_repair","","","",""
"menu_windows_repair","3","Label","GUI submenu/CMD label","reg_repair","","","",""
"menu_windows_repair","04","Label","GUI submenu/CMD label","update_fix","","","",""
"menu_windows_repair","4","Label","GUI submenu/CMD label","update_fix","","","",""
"menu_windows_repair","05","Label","GUI submenu/CMD label","store_repair","","","",""
"menu_windows_repair","5","Label","GUI submenu/CMD label","store_repair","","","",""
"menu_windows_repair","06","Label","GUI submenu/CMD label","dll_fix","","","",""
"menu_windows_repair","6","Label","GUI submenu/CMD label","dll_fix","","","",""
"menu_windows_repair","07","Label","GUI submenu/CMD label","explorer_fix","","","",""
"menu_windows_repair","7","Label","GUI submenu/CMD label","explorer_fix","","","",""
"menu_windows_repair","08","Label","GUI submenu/CMD label","service_repair","","","",""
"menu_windows_repair","8","Label","GUI submenu/CMD label","service_repair","","","",""
"menu_windows_repair","09","Label","GUI submenu/CMD label","one_click_repair","","","",""
"menu_windows_repair","9","Label","GUI submenu/CMD label","one_click_repair","","","",""
"menu_windows_repair","10","Label","GUI submenu/CMD label","recovery_opts","","","",""
"menu_windows_repair","11","Label","GUI submenu/CMD label","reset_pc","","","",""
"menu_windows_repair","12","Label","GUI submenu/CMD label","issue_windows_core","","","",""
"menu_security_defender","P","Label","GUI submenu/CMD label","problem_master_hub","","","",""
"menu_security_defender","01","Label","GUI submenu/CMD label","defender_tools","","","",""
"menu_security_defender","1","Label","GUI submenu/CMD label","defender_tools","","","",""
"menu_security_defender","02","Label","GUI submenu/CMD label","user_security","","","",""
"menu_security_defender","2","Label","GUI submenu/CMD label","user_security","","","",""
"menu_security_defender","03","Label","GUI submenu/CMD label","usb_security","","","",""
"menu_security_defender","3","Label","GUI submenu/CMD label","usb_security","","","",""
"menu_security_defender","04","Label","GUI submenu/CMD label","bitlocker_tools","","","",""
"menu_security_defender","4","Label","GUI submenu/CMD label","bitlocker_tools","","","",""
"menu_security_defender","05","Label","GUI submenu/CMD label","malware_cleanup","","","",""
"menu_security_defender","5","Label","GUI submenu/CMD label","malware_cleanup","","","",""
"menu_security_defender","06","Label","GUI submenu/CMD label","net_security","","","",""
"menu_security_defender","6","Label","GUI submenu/CMD label","net_security","","","",""
"menu_security_defender","07","Label","GUI submenu/CMD label","privacy_settings","","","",""
"menu_security_defender","7","Label","GUI submenu/CMD label","privacy_settings","","","",""
"menu_security_defender","08","Label","GUI submenu/CMD label","security_audit","","","",""
"menu_security_defender","8","Label","GUI submenu/CMD label","security_audit","","","",""
"menu_security_defender","09","Label","GUI submenu/CMD label","menu_cyber_security","","","",""
"menu_security_defender","9","Label","GUI submenu/CMD label","menu_cyber_security","","","",""
"menu_security_defender","10","Inline","GUI direct runner","menu_security_defender","","","","start """" windowsdefender: & pause & goto menu_security_defender"
"menu_security_defender","11","Label","GUI submenu/CMD label","issue_defender_offline","","","",""
"menu_security_defender","12","Label","GUI submenu/CMD label","issue_firewall_reset","","","",""
"menu_performance_optimization","P","Label","GUI submenu/CMD label","problem_master_hub","","","",""
"menu_performance_optimization","01","Label","GUI submenu/CMD label","sys_cleanup","","","",""
"menu_performance_optimization","1","Label","GUI submenu/CMD label","sys_cleanup","","","",""
"menu_performance_optimization","02","Label","GUI submenu/CMD label","ram_optimizer","","","",""
"menu_performance_optimization","2","Label","GUI submenu/CMD label","ram_optimizer","","","",""
"menu_performance_optimization","03","Label","GUI submenu/CMD label","speed_booster","","","",""
"menu_performance_optimization","3","Label","GUI submenu/CMD label","speed_booster","","","",""
"menu_performance_optimization","04","Label","GUI submenu/CMD label","bsod_fix","","","",""
"menu_performance_optimization","4","Label","GUI submenu/CMD label","bsod_fix","","","",""
"menu_performance_optimization","05","Label","GUI submenu/CMD label","disk_defrag","","","",""
"menu_performance_optimization","5","Label","GUI submenu/CMD label","disk_defrag","","","",""
"menu_performance_optimization","06","Label","GUI submenu/CMD label","visual_effects","","","",""
"menu_performance_optimization","6","Label","GUI submenu/CMD label","visual_effects","","","",""
"menu_performance_optimization","07","Label","GUI submenu/CMD label","prefetch_cache","","","",""
"menu_performance_optimization","7","Label","GUI submenu/CMD label","prefetch_cache","","","",""
"menu_performance_optimization","08","Label","GUI submenu/CMD label","win_indexing","","","",""
"menu_performance_optimization","8","Label","GUI submenu/CMD label","win_indexing","","","",""
"menu_performance_optimization","09","Label","GUI submenu/CMD label","adv_cleanup","","","",""
"menu_performance_optimization","9","Label","GUI submenu/CMD label","adv_cleanup","","","",""
"menu_performance_optimization","10","Label","GUI submenu/CMD label","menu_auto_performance","","","",""
"menu_performance_optimization","11","Label","GUI submenu/CMD label","menu_live_monitor","","","",""
"menu_performance_optimization","12","Label","GUI submenu/CMD label","issue_energy_report","","","",""
"menu_performance_optimization","13","Label","GUI submenu/CMD label","performance_minimum_boost","","","",""
"menu_performance_optimization","14","Label","GUI submenu/CMD label","performance_boost_restore","","","",""
"menu_performance_optimization","15","Label","GUI submenu/CMD label","one_clean","","","",""
"menu_storage_disk","P","Label","GUI submenu/CMD label","problem_master_hub","","","",""
"menu_storage_disk","01","Label","GUI submenu/CMD label","storage","","","",""
"menu_storage_disk","1","Label","GUI submenu/CMD label","storage","","","",""
"menu_storage_disk","02","Label","GUI submenu/CMD label","disk_defrag","","","",""
"menu_storage_disk","2","Label","GUI submenu/CMD label","disk_defrag","","","",""
"menu_storage_disk","03","Label","GUI submenu/CMD label","disk_image","","","",""
"menu_storage_disk","3","Label","GUI submenu/CMD label","disk_image","","","",""
"menu_storage_disk","04","Label","GUI submenu/CMD label","create_vhd","","","",""
"menu_storage_disk","4","Label","GUI submenu/CMD label","create_vhd","","","",""
"menu_storage_disk","05","Label","GUI submenu/CMD label","issue_disk_health","","","",""
"menu_storage_disk","5","Label","GUI submenu/CMD label","issue_disk_health","","","",""
"menu_storage_disk","06","Inline","GUI direct runner","menu_storage_disk","","","","chkdsk & pause & goto menu_storage_disk"
"menu_storage_disk","6","Inline","GUI direct runner","menu_storage_disk","","","","chkdsk & pause & goto menu_storage_disk"
"menu_storage_disk","07","Inline","GUI direct runner","menu_storage_disk","","","","cleanmgr & pause & goto menu_storage_disk"
"menu_storage_disk","7","Inline","GUI direct runner","menu_storage_disk","","","","cleanmgr & goto menu_storage_disk"
"menu_storage_disk","08","Inline","GUI direct runner","menu_storage_disk","","","","powershell -NoProfile -Command ""Get-ChildItem C:\ -Recurse -ErrorAction SilentlyContinue | Where-Object {$_.Length -gt 500MB} | Sort-Object Length -Descending | Select-Object -First 20 FullName,@{Name='SizeGB';Expression={[math]::Round($_.Length/1GB,2)}} | Format-Table -AutoSize"" & pause & goto menu_storage_disk"
"menu_storage_disk","8","Inline","GUI direct runner","menu_storage_disk","","","","powershell -NoProfile -Command ""Get-ChildItem C:\ -Recurse -ErrorAction SilentlyContinue | Where-Object {$_.Length -gt 500MB} | Sort-Object Length -Descending | Select-Object -First 20 FullName,@{Name='SizeGB';Expression={[math]::Round($_.Length/1GB,2)}} | Format-Table -AutoSize"" & pause & goto menu_storage_disk"
"menu_storage_disk","09","Inline","GUI direct runner","menu_storage_disk","","","","manage-bde -status & pause & goto menu_storage_disk"
"menu_storage_disk","9","Inline","GUI direct runner","menu_storage_disk","","","","manage-bde -status & pause & goto menu_storage_disk"
"menu_storage_disk","10","Label","GUI submenu/CMD label","issue_complete_report","","","",""
"menu_storage_disk","11","Inline","GUI direct runner","menu_storage_disk","","","","start """" diskmgmt.msc & pause & goto menu_storage_disk"
"menu_storage_disk","12","Inline","GUI direct runner","menu_storage_disk","","","","start """" ms-settings:storagesense & pause & goto menu_storage_disk"
"menu_user_account","P","Label","GUI submenu/CMD label","problem_master_hub","","","",""
"menu_user_account","01","Label","GUI submenu/CMD label","user_pc_info","","","",""
"menu_user_account","1","Label","GUI submenu/CMD label","user_pc_info","","","",""
"menu_user_account","02","Label","GUI submenu/CMD label","user_security","","","",""
"menu_user_account","2","Label","GUI submenu/CMD label","user_security","","","",""
"menu_user_account","03","Label","GUI submenu/CMD label","issue_profile_diag","","","",""
"menu_user_account","3","Label","GUI submenu/CMD label","issue_profile_diag","","","",""
"menu_user_account","04","Label","GUI submenu/CMD label","issue_create_admin","","","",""
"menu_user_account","4","Label","GUI submenu/CMD label","issue_create_admin","","","",""
"menu_user_account","05","Inline","GUI direct runner","menu_user_account","","","","control /name Microsoft.CredentialManager & pause & goto menu_user_account"
"menu_user_account","5","Inline","GUI direct runner","menu_user_account","","","","control /name Microsoft.CredentialManager & goto menu_user_account"
"menu_user_account","06","Inline","GUI direct runner","menu_user_account","","","","start """" ms-settings:signinoptions & pause & goto menu_user_account"
"menu_user_account","6","Inline","GUI direct runner","menu_user_account","","","","start """" ms-settings:signinoptions & goto menu_user_account"
"menu_user_account","07","Inline","GUI direct runner","menu_user_account","","","","start """" lusrmgr.msc & pause & goto menu_user_account"
"menu_user_account","7","Inline","GUI direct runner","menu_user_account","","","","start """" lusrmgr.msc & goto menu_user_account"
"menu_user_account","08","Inline","GUI direct runner","menu_user_account","","","","start """" ms-settings:regionlanguage & pause & goto menu_user_account"
"menu_user_account","8","Inline","GUI direct runner","menu_user_account","","","","start """" ms-settings:regionlanguage & goto menu_user_account"
"menu_user_account","09","Inline","GUI direct runner","menu_user_account","","","","start """" ms-settings:startupapps & pause & goto menu_user_account"
"menu_user_account","9","Inline","GUI direct runner","menu_user_account","","","","start """" ms-settings:startupapps & goto menu_user_account"
"menu_user_account","10","Inline","GUI direct runner","menu_user_account","","","","start """" ms-settings:privacy & pause & goto menu_user_account"
"menu_user_account","11","Label","GUI submenu/CMD label","issue_user_apps","","","",""
"menu_user_account","12","Label","GUI submenu/CMD label","issue_apps_inventory","","","",""
"menu_backup_restore","P","Label","GUI submenu/CMD label","problem_master_hub","","","",""
"menu_backup_restore","01","Label","GUI submenu/CMD label","system_backup","","","",""
"menu_backup_restore","1","Label","GUI submenu/CMD label","system_backup","","","",""
"menu_backup_restore","02","Label","GUI submenu/CMD label","file_backup","","","",""
"menu_backup_restore","2","Label","GUI submenu/CMD label","file_backup","","","",""
"menu_backup_restore","03","Label","GUI submenu/CMD label","sys_restore","","","",""
"menu_backup_restore","3","Label","GUI submenu/CMD label","sys_restore","","","",""
"menu_backup_restore","04","Label","GUI submenu/CMD label","reg_backup","","","",""
"menu_backup_restore","4","Label","GUI submenu/CMD label","reg_backup","","","",""
"menu_backup_restore","05","Label","GUI submenu/CMD label","driver_backup","","","",""
"menu_backup_restore","5","Label","GUI submenu/CMD label","driver_backup","","","",""
"menu_backup_restore","06","Label","GUI submenu/CMD label","emergency_tools","","","",""
"menu_backup_restore","6","Label","GUI submenu/CMD label","emergency_tools","","","",""
"menu_backup_restore","07","Label","GUI submenu/CMD label","recovery_opts","","","",""
"menu_backup_restore","7","Label","GUI submenu/CMD label","recovery_opts","","","",""
"menu_backup_restore","08","Label","GUI submenu/CMD label","disk_image","","","",""
"menu_backup_restore","8","Label","GUI submenu/CMD label","disk_image","","","",""
"menu_backup_restore","09","Label","GUI submenu/CMD label","create_restore_point","","","",""
"menu_backup_restore","9","Label","GUI submenu/CMD label","create_restore_point","","","",""
"menu_backup_restore","10","Label","GUI submenu/CMD label","backup_toolkit_file","","","",""
"menu_backup_restore","11","Label","GUI submenu/CMD label","issue_event_export","","","",""
"menu_backup_restore","12","Label","GUI submenu/CMD label","issue_complete_report","","","",""
"menu_backup_restore","13","Label","GUI submenu/CMD label","open_backup_root","","","",""
"menu_backup_restore","14","Inline","GUI direct runner","dism_wim_center","","","","set ""WIM_CENTER_BACK=menu_backup_restore"" & goto dism_wim_center"
"menu_driver_hardware","P","Label","GUI submenu/CMD label","problem_master_hub","","","",""
"menu_driver_hardware","01","Label","GUI submenu/CMD label","driver_tools","","","",""
"menu_driver_hardware","1","Label","GUI submenu/CMD label","driver_tools","","","",""
"menu_driver_hardware","02","Label","GUI submenu/CMD label","hardware_health","","","",""
"menu_driver_hardware","2","Label","GUI submenu/CMD label","hardware_health","","","",""
"menu_driver_hardware","03","Inline","GUI direct runner","menu_driver_hardware","","","","start """" devmgmt.msc & pause & goto menu_driver_hardware"
"menu_driver_hardware","3","Inline","GUI direct runner","menu_driver_hardware","","","","start """" devmgmt.msc & goto menu_driver_hardware"
"menu_driver_hardware","04","Label","GUI submenu/CMD label","issue_problem_devices","","","",""
"menu_driver_hardware","4","Label","GUI submenu/CMD label","issue_problem_devices","","","",""
"menu_driver_hardware","05","Label","GUI submenu/CMD label","issue_usb_fix","","","",""
"menu_driver_hardware","5","Label","GUI submenu/CMD label","issue_usb_fix","","","",""
"menu_driver_hardware","06","Label","GUI submenu/CMD label","issue_bluetooth_fix","","","",""
"menu_driver_hardware","6","Label","GUI submenu/CMD label","issue_bluetooth_fix","","","",""
"menu_driver_hardware","07","Label","GUI submenu/CMD label","issue_audio_modern_fix","","","",""
"menu_driver_hardware","7","Label","GUI submenu/CMD label","issue_audio_modern_fix","","","",""
"menu_driver_hardware","08","Label","GUI submenu/CMD label","issue_display_gpu","","","",""
"menu_driver_hardware","8","Label","GUI submenu/CMD label","issue_display_gpu","","","",""
"menu_driver_hardware","09","Label","GUI submenu/CMD label","issue_camera_mic","","","",""
"menu_driver_hardware","9","Label","GUI submenu/CMD label","issue_camera_mic","","","",""
"menu_driver_hardware","10","Label","GUI submenu/CMD label","issue_driver_report","","","",""
"menu_driver_hardware","11","Inline","GUI direct runner","menu_driver_hardware","","","","start """" mdsched.exe & pause & goto menu_driver_hardware"
"menu_driver_hardware","12","Label","GUI submenu/CMD label","issue_disk_health","","","",""
"menu_driver_hardware","13","Label","GUI submenu/CMD label","driver_auto_center","","","",""
"menu_driver_hardware","14","Label","GUI submenu/CMD label","driver_oem_assistant","","","",""
"menu_driver_hardware","15","Label","GUI submenu/CMD label","driver_backup_restore_pro","","","",""
"menu_driver_hardware","16","Label","GUI submenu/CMD label","driver_command_reference","","","",""
"menu_update_activation","P","Label","GUI submenu/CMD label","problem_master_hub","","","",""
"menu_update_activation","01","Label","GUI submenu/CMD label","update_fix","","","",""
"menu_update_activation","1","Label","GUI submenu/CMD label","update_fix","","","",""
"menu_update_activation","02","Inline","GUI direct runner","menu_update_activation","","","","start """" ms-settings:windowsupdate & pause & goto menu_update_activation"
"menu_update_activation","2","Inline","GUI direct runner","menu_update_activation","","","","start """" ms-settings:windowsupdate & goto menu_update_activation"
"menu_update_activation","03","Label","GUI submenu/CMD label","issue_win_update_deep","","","",""
"menu_update_activation","3","Label","GUI submenu/CMD label","issue_win_update_deep","","","",""
"menu_update_activation","04","Label","GUI submenu/CMD label","issue_wsus_policy","","","",""
"menu_update_activation","4","Label","GUI submenu/CMD label","issue_wsus_policy","","","",""
"menu_update_activation","05","Label","GUI submenu/CMD label","win_activation","","","",""
"menu_update_activation","5","Label","GUI submenu/CMD label","win_activation","","","",""
"menu_update_activation","06","Inline","GUI direct runner","menu_update_activation","","","","start """" ms-settings:activation & pause & goto menu_update_activation"
"menu_update_activation","6","Inline","GUI direct runner","menu_update_activation","","","","start """" ms-settings:activation & goto menu_update_activation"
"menu_update_activation","07","Label","GUI submenu/CMD label","edition_tools","","","",""
"menu_update_activation","7","Label","GUI submenu/CMD label","edition_tools","","","",""
"menu_update_activation","08","Inline","GUI direct runner","menu_update_activation","","","","slmgr /dlv & pause & goto menu_update_activation"
"menu_update_activation","8","Inline","GUI direct runner","menu_update_activation","","","","slmgr /dlv & pause & goto menu_update_activation"
"menu_update_activation","09","Label","GUI submenu/CMD label","issue_component_repair","","","",""
"menu_update_activation","9","Label","GUI submenu/CMD label","issue_component_repair","","","",""
"menu_update_activation","10","Label","GUI submenu/CMD label","recovery_opts","","","",""
"menu_update_activation","11","Label","GUI submenu/CMD label","issue_windows_core","","","",""
"menu_update_activation","12","Inline","GUI direct runner","menu_update_activation","","","","explorer ""C:\Windows\Logs"" & goto menu_update_activation"
"menu_office_outlook","P","Label","GUI submenu/CMD label","problem_master_hub","","","",""
"menu_office_outlook","01","Label","GUI submenu/CMD label","outlook_fix","","","",""
"menu_office_outlook","1","Label","GUI submenu/CMD label","outlook_fix","","","",""
"menu_office_outlook","02","Label","GUI submenu/CMD label","office_download","","","",""
"menu_office_outlook","2","Label","GUI submenu/CMD label","office_download","","","",""
"menu_office_outlook","03","Inline","GUI direct runner","menu_office_outlook","","","","start """" appwiz.cpl & pause & goto menu_office_outlook"
"menu_office_outlook","3","Inline","GUI direct runner","menu_office_outlook","","","","start """" appwiz.cpl & goto menu_office_outlook"
"menu_office_outlook","04","Inline","GUI embedded Toolkit helper runner","menu_office_outlook","open_outlook_safe","","","call :open_outlook_safe & pause & goto menu_office_outlook"
"menu_office_outlook","4","Inline","GUI embedded Toolkit helper runner","menu_office_outlook","open_outlook_safe","","","call :open_outlook_safe & pause & goto menu_office_outlook"
"menu_office_outlook","05","Inline","GUI direct runner","menu_office_outlook","","","","control mlcfg32.cpl & pause & goto menu_office_outlook"
"menu_office_outlook","5","Inline","GUI direct runner","menu_office_outlook","","","","control mlcfg32.cpl & goto menu_office_outlook"
"menu_office_outlook","06","Label","GUI submenu/CMD label","issue_teams_zoom_cache","","","",""
"menu_office_outlook","6","Label","GUI submenu/CMD label","issue_teams_zoom_cache","","","",""
"menu_office_outlook","07","Label","GUI submenu/CMD label","issue_onedrive_reset","","","",""
"menu_office_outlook","7","Label","GUI submenu/CMD label","issue_onedrive_reset","","","",""
"menu_office_outlook","08","Inline","GUI embedded Toolkit helper runner","menu_office_outlook","office_activation_status","","","call :office_activation_status & pause & goto menu_office_outlook"
"menu_office_outlook","8","Inline","GUI embedded Toolkit helper runner","menu_office_outlook","office_activation_status","","","call :office_activation_status & pause & goto menu_office_outlook"
"menu_office_outlook","09","Label","GUI submenu/CMD label","issue_browser_cloud","","","",""
"menu_office_outlook","9","Label","GUI submenu/CMD label","issue_browser_cloud","","","",""
"menu_office_outlook","10","Label","GUI submenu/CMD label","menu_mass_installer","","","",""
"menu_office_outlook","11","Label","GUI submenu/CMD label","issue_apps_inventory","","","",""
"menu_office_outlook","12","Inline","GUI direct runner","menu_office_outlook","","","","control /name Microsoft.CredentialManager & pause & goto menu_office_outlook"
"menu_printer_spooler","P","Label","GUI submenu/CMD label","problem_master_hub","","","",""
"menu_printer_spooler","01","Label","GUI submenu/CMD label","printer_fix_11b","","","",""
